70,29.0,26.0,42.0,46.0,24.0,25.0,-45.0,-6.0,-9.0,25.0,-92.0,0.1
71,33.0,25.0,47.0,42.0,28.0,24.0,-38.0,-13.0,-10.0,24.0,-956.0,0.094
72,36.0,25.0,48.0,39.0,27.0,22.0,-38.0,-4.0,-11.0,22.0,632.0,0.092
73,32.0,25.0,42.0,38.0,20.0,,-44.0,10.0,-12.0,21.0,547.0,0.08
74,27.0,28.0,38.0,39.0,15.0,20.0,-50.0,11.0,-13.0,20.0,-965.0,0.07
75,29.0,34.0,41.0,,15.0,,-49.0,-8.0,-14.0,18.0,69.0,0.069
76,35.0,37.0,46.0,46.0,19.0,21.0,-42.0,-15.0,-15.0,17.0,941.0,0.06
77,37.0,38.0,49.0,48.0,24.0,22.0,-36.0,3.0,-15.0,,-652.0,
78,35.0,39.0,48.0,49.0,26.0,24.0,-34.0,11.0,-16.0,15.0,,0.04
79,33.0,41.0,43.0,51.0,24.0,26.0,,6.0,-18.0,14.0,989.0,0.033
80,28.0,41.0,38.0,50.0,22.0,26.0,-37.0,4.0,-18.0,13.0,-94.0,0.019
81,,42.0,37.0,48.0,22.0,25.0,-35.0,-2.0,-19.0,12.0,-947.0,0.012
82,31.0,,38.0,48.0,22.0,26.0,-30.0,-4.0,,11.0,647.0,0.009
83,28.0,44.0,32.0,,17.0,26.0,-31.0,-5.0,-21.0,11.0,507.0,-0.005
84,20.0,40.0,24.0,40.0,11.0,24.0,-35.0,-5.0,-21.0,10.0,-1012.0,-0.02
85,17.0,35.0,21.0,32.0,10.0,19.0,-33.0,3.0,-22.0,9.0,50.0,-0.024
86,19.0,29.0,22.0,26.0,10.0,12.0,-29.0,6.0,-24.0,8.0,892.0,-0.029
87,21.0,26.0,25.0,21.0,11.0,6.0,-26.0,6.0,-24.0,8.0,-670.0,-0.043
88,24.0,26.0,29.0,23.0,10.0,4.0,-26.0,3.0,-26.0,7.0,-487.0,-0.053
89,30.0,,35.0,,14.0,8.0,-24.0,-5.0,,6.0,1001.0,-0.059
90,34.0,35.0,41.0,40.0,20.0,16.0,-21.0,-4.0,-28.0,5.0,-92.0,-0.069
91,29.0,35.0,40.0,45.0,23.0,23.0,-23.0,-2.0,-29.0,5.0,-921.0,-0.079
92,22.0,31.0,32.0,44.0,21.0,24.0,-28.0,-3.0,-31.0,4.0,676.0,-0.086
93,16.0,25.0,23.0,39.0,16.0,19.0,-30.0,-1.0,-32.0,3.0,517.0,-0.103
94,10.0,21.0,17.0,32.0,12.0,13.0,-28.0,-2.0,-32.0,2.0,-992.0,-0.117
95,5.0,18.0,10.0,25.0,8.0,7.0,-26.0,0.0,-33.0,1.0,87.0,-0.112
96,2.0,13.0,3.0,16.0,6.0,,-24.0,2.0,-34.0,1.0,906.0,-0.101
97,1.0,7.0,2.0,4.0,7.0,-3.0,-20.0,-3.0,-35.0,0.0,-694.0,-0.097
98,3.0,4.0,4.0,-3.0,10.0,-5.0,-15.0,4.0,-37.0,-1.0,-510.0,-0.089
99,5.0,8.0,3.0,,9.0,-2.0,-13.0,13.0,-39.0,,985.0,-0.083
100,1.0,12.0,,0.0,4.0,0.0,-17.0,3.0,-40.0,,-122.0,-0.085
101,,13.0,-1.0,1.0,0.0,-1.0,-24.0,-9.0,-41.0,-4.0,-919.0,-0.081
102,0.0,15.0,1.0,4.0,0.0,-1.0,-25.0,-6.0,-43.0,-5.0,,-0.073
103,8.0,15.0,10.0,7.0,6.0,-1.0,-20.0,0.0,-45.0,-6.0,541.0,-0.069
104,15.0,11.0,20.0,6.0,14.0,-3.0,-12.0,,-46.0,-7.0,-966.0,-0.054
105,18.0,9.0,23.0,6.0,16.0,-2.0,-7.0,-4.0,-47.0,-8.0,138.0,-0.025
106,16.0,11.0,19.0,10.0,15.0,4.0,-7.0,9.0,-49.0,-9.0,933.0,-0.005
107,5.0,13.0,9.0,,8.0,9.0,-12.0,21.0,,-10.0,-681.0,0.013
108,-7.0,13.0,-3.0,10.0,-2.0,10.0,-19.0,8.0,-51.0,-11.0,,0.038
109,-11.0,10.0,-11.0,4.0,-8.0,6.0,-21.0,,-53.0,-12.0,1000.0,0.053
110,-13.0,,-12.0,-4.0,-7.0,0.0,-20.0,-16.0,-54.0,-13.0,-125.0,0.054
111,,0.0,-11.0,-11.0,-1.0,-4.0,-16.0,2.0,-55.0,-14.0,-926.0,0.068
112,-13.0,-3.0,-10.0,-14.0,4.0,-5.0,,1.0,-57.0,-15.0,679.0,0.088
113,,-3.0,-12.0,-12.0,3.0,-1.0,-16.0,5.0,-59.0,-15.0,481.0,0.096
114,,2.0,-15.0,-7.0,,5.0,-23.0,13.0,-60.0,-16.0,-1004.0,0.101
115,-18.0,6.0,-13.0,-1.0,-3.0,10.0,-26.0,10.0,-61.0,-17.0,103.0,0.109
116,-12.0,6.0,-9.0,2.0,0.0,12.0,-24.0,0.0,-62.0,-18.0,923.0,0.109
117,-11.0,1.0,-6.0,-2.0,2.0,10.0,-21.0,-10.0,-63.0,-19.0,-679.0,0.1
118,-13.0,-4.0,-6.0,-5.0,2.0,7.0,-20.0,-16.0,,-20.0,-477.0,0.098
119,-11.0,-1.0,-7.0,-1.0,0.0,10.0,-20.0,-1.0,-66.0,-21.0,1012.0,0.097
120,-10.0,3.0,-8.0,3.0,-2.0,12.0,-20.0,15.0,-67.0,-22.0,-129.0,0.084
121,-8.0,3.0,-6.0,1.0,-1.0,10.0,-16.0,7.0,-68.0,-22.0,-913.0,0.075
122,-4.0,3.0,-4.0,0.0,4.0,10.0,-9.0,-3.0,-70.0,-23.0,691.0,0.079
123,-3.0,2.0,-4.0,-2.0,7.0,8.0,-4.0,-2.0,-71.0,-24.0,475.0,0.079
124,-8.0,-3.0,-6.0,-7.0,,2.0,-7.0,-4.0,-72.0,-24.0,-996.0,0.077
125,-11.0,-8.0,-9.0,-14.0,1.0,-7.0,-11.0,-7.0,-74.0,-25.0,125.0,0.073
126,-11.0,,-10.0,-17.0,-3.0,-13.0,-11.0,6.0,-75.0,-26.0,888.0,0.059
127,-9.0,-8.0,-8.0,-14.0,-1.0,-10.0,-7.0,10.0,-76.0,-26.0,-728.0,0.046
128,-7.0,-2.0,-5.0,-6.0,2.0,-2.0,-4.0,3.0,-77.0,-27.0,-493.0,0.041
129,-4.0,3.0,-5.0,0.0,2.0,2.0,-4.0,-1.0,-79.0,-27.0,975.0,0.027
130,-1.0,7.0,-2.0,5.0,2.0,3.0,-5.0,-7.0,-79.0,-28.0,-141.0,0.008
131,4.0,11.0,5.0,8.0,6.0,4.0,-3.0,-6.0,-80.0,-29.0,,0.002
132,,12.0,8.0,9.0,7.0,3.0,,-1.0,-81.0,-29.0,703.0,0.0
133,5.0,10.0,,,6.0,2.0,-3.0,-1.0,-82.0,-30.0,490.0,-0.016
134,-1.0,8.0,-1.0,5.0,2.0,0.0,-6.0,2.0,-83.0,-31.0,,-0.034
135,-4.0,7.0,-6.0,3.0,-1.0,-3.0,-7.0,6.0,,-31.0,159.0,-0.051
136,2.0,10.0,,5.0,,-4.0,,2.0,-85.0,-32.0,904.0,-0.079
137,7.0,14.0,1.0,7.0,4.0,-3.0,3.0,-4.0,-86.0,-33.0,-720.0,-0.102
138,5.0,13.0,,5.0,4.0,-3.0,,0.0,-87.0,-33.0,-467.0,-0.104
139,1.0,9.0,-6.0,2.0,2.0,-6.0,-1.0,3.0,-89.0,-34.0,993.0,-0.103
140,-1.0,9.0,-7.0,2.0,4.0,-4.0,-3.0,,,-35.0,-173.0,-0.115
141,-1.0,10.0,-4.0,4.0,9.0,1.0,-3.0,-2.0,,-36.0,-926.0,-0.123
142,4.0,11.0,1.0,7.0,12.0,5.0,-5.0,2.0,-92.0,-36.0,685.0,-0.125
143,7.0,9.0,3.0,,12.0,4.0,-8.0,4.0,-93.0,-37.0,436.0,-0.121
144,6.0,6.0,5.0,3.0,12.0,1.0,-9.0,-2.0,-93.0,-38.0,-991.0,-0.093
145,6.0,4.0,5.0,1.0,13.0,-1.0,-6.0,-9.0,-94.0,,181.0,-0.07
146,4.0,7.0,3.0,3.0,13.0,1.0,-5.0,0.0,-95.0,-39.0,911.0,-0.063
147,2.0,10.0,2.0,6.0,11.0,5.0,-7.0,2.0,-95.0,-40.0,-711.0,-0.036
148,7.0,11.0,8.0,7.0,13.0,5.0,-5.0,1.0,-96.0,-41.0,-441.0,0.014
149,14.0,10.0,12.0,6.0,14.0,3.0,-1.0,11.0,-97.0,,1014.0,0.049
150,9.0,10.0,6.0,6.0,7.0,,-5.0,12.0,-97.0,-43.0,-163.0,0.061
151,-2.0,11.0,-3.0,5.0,-1.0,2.0,-11.0,-3.0,-97.0,-43.0,-901.0,0.069
152,-3.0,8.0,-5.0,2.0,0.0,1.0,-11.0,-21.0,-98.0,-44.0,704.0,0.073
153,5.0,7.0,1.0,2.0,6.0,1.0,-4.0,-10.0,-99.0,-45.0,431.0,0.065
154,11.0,12.0,9.0,7.0,11.0,5.0,1.0,7.0,-100.0,-46.0,-1007.0,0.061
155,12.0,19.0,9.0,14.0,8.0,9.0,-1.0,-1.0,-101.0,-47.0,163.0,0.07
156,8.0,22.0,3.0,16.0,0.0,9.0,-7.0,1.0,-102.0,-48.0,877.0,0.071
157,2.0,18.0,-1.0,12.0,-3.0,6.0,-8.0,13.0,-102.0,-49.0,-751.0,0.064
158,1.0,10.0,0.0,6.0,-1.0,,-2.0,8.0,-103.0,-50.0,-449.0,0.067
159,5.0,,2.0,,0.0,1.0,2.0,-5.0,-104.0,-50.0,1021.0,0.066
160,10.0,2.0,6.0,3.0,-1.0,-1.0,,,-105.0,,-158.0,0.051
161,,8.0,12.0,7.0,-1.0,-2.0,4.0,-3.0,-106.0,-52.0,-866.0,0.046
162,16.0,19.0,11.0,14.0,-2.0,2.0,4.0,-9.0,-107.0,-53.0,739.0,0.056
163,9.0,,3.0,15.0,-4.0,4.0,1.0,3.0,-108.0,-54.0,436.0,0.054
164,-1.0,12.0,-4.0,6.0,-3.0,2.0,-1.0,9.0,-108.0,-55.0,-990.0,0.047
165,-3.0,-2.0,-6.0,-5.0,,-1.0,3.0,-4.0,-109.0,-56.0,190.0,0.048
166,2.0,-10.0,-4.0,-10.0,2.0,-3.0,7.0,-7.0,-110.0,-56.0,883.0,0.04
167,5.0,-5.0,-1.0,-8.0,1.0,-2.0,7.0,2.0,,,-747.0,0.031
168,6.0,8.0,0.0,0.0,-3.0,1.0,4.0,3.0,-110.0,-58.0,-435.0,0.041
169,7.0,16.0,-1.0,5.0,-3.0,0.0,5.0,-1.0,-110.0,-59.0,1012.0,0.066
170,5.0,12.0,-1.0,1.0,0.0,-4.0,8.0,1.0,-110.0,-60.0,-186.0,0.097
171,,3.0,-1.0,-5.0,2.0,-6.0,8.0,2.0,-110.0,-61.0,-893.0,0.068
172,4.0,-2.0,-2.0,-7.0,2.0,-3.0,8.0,-4.0,-111.0,-61.0,714.0,-0.109
173,6.0,-6.0,-3.0,-10.0,1.0,-4.0,8.0,3.0,-111.0,-62.0,413.0,-0.454
174,4.0,-11.0,-3.0,-17.0,1.0,-8.0,8.0,3.0,-111.0,-63.0,-1013.0,-0.905
175,3.0,,-3.0,-20.0,5.0,-9.0,9.0,,,-63.0,,-1.31
176,5.0,-9.0,-1.0,-19.0,10.0,-7.0,10.0,8.0,-111.0,-64.0,903.0,-1.423
177,6.0,-10.0,3.0,-19.0,12.0,-7.0,10.0,3.0,-110.0,-64.0,-751.0,-1.047
178,8.0,-13.0,6.0,-18.0,11.0,-7.0,10.0,-10.0,-110.0,-65.0,-409.0,-0.409
179,8.0,-16.0,4.0,-16.0,7.0,-8.0,10.0,-6.0,-110.0,-65.0,1023.0,0.005
180,1.0,-16.0,-3.0,-14.0,-1.0,-9.0,7.0,-8.0,-109.0,-66.0,-196.0,0.115
181,-6.0,-11.0,-5.0,-10.0,-5.0,-8.0,4.0,-5.0,-108.0,-66.0,-873.0,0.165
182,0.0,0.0,1.0,0.0,-2.0,-3.0,7.0,8.0,-108.0,-67.0,742.0,0.239
183,,11.0,11.0,11.0,4.0,3.0,12.0,9.0,-107.0,-67.0,403.0,0.274
184,15.0,13.0,17.0,14.0,6.0,2.0,14.0,-2.0,-107.0,-67.0,-1013.0,0.285
185,16.0,8.0,18.0,,6.0,-3.0,17.0,1.0,-107.0,-68.0,198.0,0.31
186,17.0,,17.0,13.0,8.0,-2.0,21.0,6.0,-106.0,-68.0,862.0,0.315
187,13.0,11.0,15.0,18.0,,6.0,19.0,-7.0,-105.0,-69.0,-772.0,0.295
188,7.0,15.0,12.0,,6.0,10.0,12.0,-10.0,-105.0,,-432.0,0.278
189,6.0,13.0,9.0,19.0,1.0,7.0,,2.0,-105.0,-70.0,1021.0,0.263
190,10.0,8.0,12.0,14.0,2.0,0.0,9.0,9.0,-104.0,-70.0,,
191,16.0,7.0,19.0,13.0,11.0,1.0,16.0,12.0,-103.0,-71.0,-866.0,0.254
192,16.0,9.0,19.0,17.0,15.0,7.0,18.0,11.0,-103.0,-72.0,758.0,0.247
193,7.0,8.0,11.0,18.0,11.0,10.0,11.0,-6.0,-102.0,-72.0,395.0,0.228
194,-2.0,7.0,5.0,17.0,,10.0,4.0,-14.0,-102.0,-73.0,,0.219
195,-1.0,8.0,6.0,17.0,3.0,9.0,2.0,-3.0,-102.0,-73.0,219.0,0.211
196,7.0,10.0,12.0,19.0,6.0,8.0,6.0,-2.0,-102.0,-74.0,860.0,0.185
197,13.0,9.0,19.0,18.0,12.0,6.0,12.0,-7.0,-101.0,-74.0,-782.0,0.16
198,15.0,8.0,22.0,17.0,17.0,8.0,15.0,0.0,-101.0,-75.0,-419.0,0.161
199,17.0,8.0,22.0,19.0,17.0,11.0,17.0,6.0,-101.0,-75.0,989.0,0.16
200,16.0,8.0,21.0,19.0,13.0,12.0,16.0,6.0,-101.0,-76.0,-259.0,0.144
201,14.0,9.0,19.0,19.0,7.0,12.0,13.0,,-100.0,-77.0,-889.0,0.136
202,15.0,12.0,16.0,21.0,3.0,10.0,13.0,2.0,-100.0,-77.0,761.0,0.121
203,17.0,13.0,16.0,20.0,4.0,7.0,17.0,,-100.0,-78.0,413.0,0.094
204,20.0,14.0,19.0,17.0,9.0,4.0,25.0,-2.0,-100.0,-78.0,-975.0,0.086
205,22.0,13.0,20.0,15.0,14.0,3.0,30.0,-11.0,-100.0,-79.0,,0.095
206,18.0,11.0,14.0,11.0,9.0,1.0,27.0,-7.0,-101.0,-79.0,885.0,0.095
207,,9.0,6.0,6.0,1.0,-3.0,22.0,1.0,-101.0,-79.0,-758.0,0.081
208,4.0,8.0,-1.0,3.0,-4.0,-4.0,21.0,2.0,-102.0,-80.0,-384.0,0.069
209,2.0,11.0,-7.0,,-5.0,0.0,22.0,7.0,-104.0,,1011.0,
210,-4.0,13.0,-13.0,5.0,-5.0,4.0,23.0,10.0,-105.0,-80.0,-237.0,0.036
211,-11.0,13.0,-18.0,4.0,-8.0,5.0,22.0,7.0,-106.0,-81.0,-855.0,0.029
212,-12.0,10.0,-21.0,1.0,-12.0,3.0,20.0,-6.0,-107.0,-81.0,768.0,0.029
213,-11.0,8.0,-21.0,-1.0,-14.0,0.0,21.0,-16.0,-108.0,-81.0,372.0,0.025
214,-13.0,7.0,-23.0,-4.0,-15.0,-1.0,21.0,-8.0,-109.0,-81.0,-1018.0,0.022
215,-15.0,5.0,-27.0,-8.0,-14.0,-1.0,21.0,2.0,-111.0,-82.0,239.0,0.019
216,,2.0,-31.0,-14.0,-13.0,-2.0,23.0,8.0,-113.0,-82.0,852.0,0.009
217,-22.0,-5.0,-37.0,-24.0,-15.0,-7.0,22.0,18.0,-114.0,-83.0,-782.0,
218,-31.0,-14.0,-44.0,-34.0,-22.0,-14.0,16.0,13.0,-115.0,-83.0,-348.0,-0.027
219,-35.0,-21.0,-50.0,-41.0,-28.0,-21.0,13.0,-12.0,-117.0,-83.0,1038.0,-0.045
220,-34.0,-26.0,-50.0,,,-25.0,16.0,-22.0,-118.0,-84.0,-235.0,-0.047
221,-30.0,-30.0,-45.0,-50.0,,-28.0,25.0,-7.0,-119.0,-84.0,-829.0,-0.033
222,-26.0,-33.0,-41.0,-52.0,-18.0,-29.0,34.0,8.0,-120.0,-85.0,795.0,-0.033
223,-29.0,-36.0,-45.0,-55.0,-18.0,-30.0,33.0,12.0,-121.0,-86.0,378.0,-0.055
224,-39.0,-38.0,-51.0,,-21.0,-30.0,25.0,0.0,-122.0,-86.0,-1005.0,-0.077
225,-42.0,-38.0,-53.0,-55.0,-22.0,-29.0,20.0,-7.0,-123.0,-87.0,262.0,-0.083
226,-37.0,-40.0,-50.0,-57.0,-20.0,-32.0,22.0,-3.0,-125.0,-87.0,859.0,-0.086
227,-33.0,-47.0,-46.0,-65.0,-17.0,-41.0,26.0,1.0,-125.0,-88.0,-792.0,-0.094
228,-31.0,-49.0,-45.0,-70.0,-15.0,-44.0,32.0,4.0,-127.0,-88.0,-381.0,-0.099
229,-30.0,-43.0,-46.0,-63.0,-13.0,-37.0,35.0,-4.0,,-89.0,992.0,-0.106
230,-32.0,-33.0,-45.0,-51.0,-11.0,-26.0,31.0,-6.0,-129.0,-89.0,-282.0,-0.106
231,-33.0,-26.0,-40.0,-42.0,-10.0,-19.0,24.0,9.0,-130.0,-89.0,-861.0,-0.082
232,-29.0,-22.0,-34.0,-35.0,-8.0,-16.0,,,-132.0,-90.0,811.0,-0.061
233,-24.0,-23.0,-28.0,-33.0,-5.0,-17.0,24.0,3.0,-133.0,-90.0,,-0.077
234,-23.0,-26.0,-22.0,-33.0,0.0,-17.0,24.0,-6.0,-133.0,-90.0,-1021.0,-0.089
235,-19.0,-30.0,-17.0,-33.0,7.0,-15.0,,-8.0,-135.0,-90.0,280.0,-0.079
236,-12.0,-31.0,-11.0,-28.0,13.0,-10.0,25.0,1.0,-136.0,-90.0,857.0,-0.071
237,-10.0,-31.0,-6.0,-24.0,13.0,-6.0,21.0,-4.0,-137.0,-91.0,-790.0,-0.055
238,-8.0,-30.0,,-19.0,12.0,,18.0,-5.0,-138.0,-91.0,-355.0,-0.028
239,-4.0,-26.0,6.0,-10.0,13.0,-2.0,19.0,12.0,-139.0,-91.0,,-0.022
240,-1.0,-20.0,12.0,0.0,16.0,2.0,21.0,9.0,-140.0,-91.0,-288.0,-0.031
241,-2.0,-15.0,16.0,8.0,19.0,4.0,19.0,-8.0,-140.0,-91.0,-848.0,-0.017
242,-5.0,-13.0,12.0,15.0,13.0,5.0,,-7.0,-141.0,-91.0,782.0,0.015
243,-4.0,-13.0,11.0,17.0,7.0,4.0,3.0,0.0,-140.0,-92.0,329.0,0.038
244,2.0,-14.0,20.0,16.0,7.0,2.0,3.0,0.0,-140.0,,,0.06
245,12.0,-12.0,29.0,19.0,11.0,4.0,,1.0,-140.0,-92.0,270.0,0.077
246,16.0,-7.0,31.0,24.0,15.0,12.0,15.0,6.0,-140.0,-92.0,863.0,0.074
247,11.0,,27.0,,17.0,17.0,14.0,5.0,,-93.0,-774.0,0.072
248,3.0,-15.0,21.0,15.0,17.0,16.0,10.0,-8.0,-139.0,,-333.0,0.079
249,2.0,-20.0,16.0,10.0,14.0,14.0,6.0,-5.0,-140.0,-93.0,1030.0,0.074
250,9.0,-17.0,20.0,9.0,15.0,11.0,9.0,9.0,-139.0,-94.0,-273.0,0.063
251,23.0,-10.0,33.0,10.0,21.0,7.0,19.0,-4.0,-139.0,-94.0,-817.0,0.062
252,36.0,-2.0,43.0,13.0,27.0,5.0,29.0,-8.0,-139.0,-94.0,806.0,0.064
253,36.0,1.0,41.0,13.0,26.0,4.0,30.0,2.0,-138.0,-94.0,325.0,0.064
254,26.0,2.0,33.0,10.0,19.0,3.0,24.0,-2.0,-138.0,-94.0,-1026.0,0.063
255,20.0,1.0,27.0,8.0,14.0,3.0,20.0,3.0,-138.0,-94.0,274.0,0.061
256,18.0,-1.0,22.0,6.0,9.0,1.0,17.0,11.0,-138.0,-94.0,820.0,0.061
257,14.0,-4.0,20.0,4.0,5.0,-3.0,15.0,,-137.0,-94.0,-822.0,0.059
258,10.0,-6.0,16.0,2.0,2.0,-5.0,13.0,-6.0,-137.0,-95.0,-353.0,0.047
259,6.0,,10.0,-1.0,-2.0,-7.0,11.0,1.0,-137.0,-95.0,984.0,0.034
